招生学院	所在校区	一级学科	报考专业代码	二级学科	专硕or学硕	一年学费	排名方式	专业学制	专业说明	政治	外语	业务课一	业务课二	科目一	科目二	初试参考书名称	作者	版本号	出版社	说明	初试参考书图片名称	复试参考书名称	作者	版本号	出版社	说明	复试参考书图片名称	拟录取名单	复试名单	2021	2020	2019	2018
环境科学与工程学院	崂山校区	0830环境科学与工程	083002	环境工程	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	302数学二	961 环境工程基础A	F1003环境工程综合		环境化学#环境工程微生物学	戴树桂#周群芳	第二版#第四版	高等教育出版社#高等教育出版社	分值100分，主要对照着大纲看课本知识点，有一定难度，会涉及到计算题。基础一般的同学可以看网课整理出知识框架，方便背诵。#分值50分，出计算题的可能性不大，主要题型是名词解释、简答论述等背诵性题目，结合大纲掌握好知识点。	4.jpg#5.jpg	水污染控制工程#固体废物处理与处置#水文地质学基础	高廷耀#宁平#张人权	第四版#-#-	高等教育出版社#高等教育出版社#地质出版社	-	6.jpg#7.jpg#8.jpg	2021-2.xls	2021-2.xls#2020-2.xls	11#15#15#0#-#340#-	13#21#18#14.3%#-#268#-	6#-#-#-#62#340#10.3:1	6#-#-#-#23#260#3.8:1
环境科学与工程学院	崂山校区	0830环境科学与工程	0830Z1	环境地质工程	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	302数学二	935 普通地质学B	F1004工程地质学		普通地质学	舒良树	第三版	地质出版社	根据大纲背诵课本知识点，可借助真题进行模拟，18年海大换了考纲，18年以来的真题最有价值。	12.jpg	-	-	-	-	-	-	2021-3.xls	2021-3.xls#2020-3.xls	16#16#16#0#-#263#-	11#16#13#18.8%#-#301#-	9#-#-#-#16##270#1.7:1	4#-#-#-#24#340#6:1
环境科学与工程学院	崂山校区	0814土木工程	081401	岩土工程	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	301数学一	959 结构力学A	F1004工程地质学		结构力学——基本教程#结构力学	龙驭球#于玲玲#李其林	第三版#第二版#-	高等教育出版社#中国电力出版社#-	959参考教材，结合大纲看书构建知识框架#结合了很多大学的真题分析，帮助大家见多识广#虽然上本教辅材料真题针对性很强，但是对于一些重难点依旧不够突出，大家可能只是看懂了，不会的还是不会，这本针对性更强，对于重难点更加突出	9.jpg#10.jpg#-	水污染控制工程#固体废物处理与处置#水文地质学基础	高廷耀#宁平#张人权	第四版#-#-	高等教育出版社#高等教育出版社#地质出版社	-	6.jpg#7.jpg#8.jpg	2021-4.xls	2021-4.xls#-	1#1#1#0#-#263#-	1#0#0#0#-#264#-	1#-#-#-#6#270#6:1	1#-#-#-#6#295#6:1
环境科学与工程学院	崂山校区	0857资源与环境	085700	资源与环境（环境保护与修复方向）	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	302数学二	961环境工程基础A	F1003环境工程综合		环境化学#环境工程微生物学	戴树桂#周群芳	第二版#第四版	高等教育出版社#高等教育出版社	分值100分，主要对照着大纲看课本知识点，有一定难度，会涉及到计算题。基础一般的同学可以看网课整理出知识框架，方便背诵。#分值50分，出计算题的可能性不大，主要题型是名词解释、简答论述等背诵性题目，要结合大纲掌握知识点。	4.jpg#5.jpg	水污染控制工程#固体废物处理与处置#水文地质学基础	高廷耀#宁平#张人权	第四版#-#-	高等教育出版社#高等教育出版社#地质出版社	-	6.jpg#7.jpg#8.jpg	2021-5.xls	2021-5.xls#2020-5.xls	44#58#45#22.4%#-#321#-	40#52#44#15.4%#-#297#-	50#-#-#-#250#315#5:1	46#-#-#-#167#285#3.6:1
环境科学与工程学院	崂山校区	0857资源与环境	085700	资源与环境（地质灾害与防控方向）	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	302数学二	935 普通地质学B	F1004工程地质学		普通地质学	舒良树	第三版	地质出版社	根据大纲背诵课本知识点，可借助真题进行模拟，18年海大换了考纲，18年以来的真题最有价值。	12.jpg	-	-	-	-	-	-	2021-6.xls	2021-6.xls#2020-6.xls	21#18#16#11.1%#-#263#-	20#26#21#19.2%#-#285#-	-	-
环境科学与工程学院	崂山校区	0857资源与环境	085700	资源与环境（环境保护与修复-三亚方向）	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	302数学二	961环境工程基础A	F1003环境工程综合		环境化学#环境工程微生物学	戴树桂#周群芳	第二版#第四版	高等教育出版社#高等教育出版社	分值100分，主要对照着大纲看课本知识点，有一定难度，会涉及到计算题。基础一般的同学可以看网课整理出知识框架，方便背诵。#分值50分，出计算题的可能性不大，主要题型是名词解释、简答论述等背诵性题目，结合大纲掌握好知识点。	4.jpg#5.jpg	水污染控制工程#固体废物处理与处置#水文地质学基础	高廷耀#宁平#张人权	第四版#-#-	高等教育出版社#高等教育出版社#地质出版社	-	6.jpg#7.jpg#8.jpg	2021-7.xls	2021-7.xls#-	15#1#22#0#-#263#-	-	-	-
环境科学与工程学院	崂山校区	0857资源与环境	085700	资源与环境（地质灾害与防控-三亚方向）	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	302数学二	935 普通地质学B	F1004工程地质学		普通地质学	舒良树	第三版	地质出版社	根据大纲背诵课本知识点，可借助真题进行模拟，18年海大换了考纲，18年以来的真题最有价值。	12.jpg	-	-	-	-	-	-	2021-8.xls	-	5#0#2#0#-#263#-	-	-	-
数学科学学院	崂山校区	0701数学	070101	基础数学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	617数学分析	856高等代数	F1101综合考试		数学分析#高等代数	欧阳光#王萼芳	第三版上下册#第四版	高等教育出版社#高等教育出版社	学习知识点，掌握课后习题#学习知识点，并且掌握课后习题，习题很经典	1.jpg#2.jpg	-	-	-	-	-	-	2021-2.xls	2021-2.xls#2020-2.xls	6#5#5#0#-#335#-	5#3#4#0#-#340#-	6#-#-#-#21#320#3.5:1	5#-#-#-#20#293#4:1
数学科学学院	崂山校区	0701数学	070102	计算数学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	617数学分析	856高等代数	F1101综合考试		数学分析#高等代数	欧阳光#王萼芳	第三版上下册#第四版	高等教育出版社#高等教育出版社	学习知识点，掌握课后习题#学前面知识点，并且掌握课后习题，习题很经典	1.jpg#2.jpg	-	-	-	-	-	-	2021-3.xls	2021-2.xls#2020-2.xls	10#5#5#0#-#335#-	6#15#19#0#-#340#-	8#-#-#-#69#320#8.6:1	8#-#-#-#23#280#2.9:1
数学科学学院	崂山校区	0701数学	070103	概率论与数理统计	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	617数学分析	856高等代数	F1101综合考试		数学分析#高等代数	欧阳光#王萼芳	第三版上下册#第四版	高等教育出版社#高等教育出版社	学习知识点，掌握课后习题#学前面知识点，并且掌握课后习题，习题很经典	1.jpg#2.jpg	-	-	-	-	-	-	2021-4.xls	2021-2.xls#2020-2.xls	5#6#6#0#-#335#-	-	-	-
数学科学学院	崂山校区	0701数学	070104	应用数学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	617数学分析	856高等代数	F1101综合考试		数学分析#高等代数	欧阳光#王萼芳	第三版上下册#第四版	高等教育出版社#高等教育出版社	学习知识点，掌握课后习题#学前面知识点，并且掌握课后习题，习题很经典	1.jpg#2.jpg	-	-	-	-	-	-	2021-5.xls	2021-2.xls#2020-2.xls	6#23#23#0#-#335#-	6#5#6#0#-#340#-	8#-#-#-#54#320#6.75:1	8#-#-#-#46#323#5.75:1
数学科学学院	崂山校区	0701数学	070105	运筹学与控制论	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一	617数学分析	856高等代数	F1101综合考试		数学分析#高等代数	欧阳光#王萼芳	第三版上下册#第四版	高等教育出版社#高等教育出版社	学习知识点，掌握课后习题#学前面知识点，并且掌握课后习题，习题很经典	1.jpg#2.jpg	-	-	-	-	-	-	2021-6.xls	2021-2.xls#2020-2.xls	6#5#4#20%#-#335#-	8#18#17#5.5%#-#340#-	8#-#-#-#21#320#2.6:1	4#-#-#-#21#332#5.25:1
数学科学学院	崂山校区	0252应用统计	025200	应用统计	专硕	10000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一204英语二	303数学三	432统计学	F1102概率论与数理统计（应用统计）		统计学#概率论和数理统计#概率论和数理统计	贾俊平#盛骤#茆诗松	第七版#第四版#第三版	中国人民大学出版社#高等教育出版社#高等教育出版社	重点参考书目，必看。课本一定要看透，不要有知识盲区。课后习题要引起重视，配合配套的习题详解多做几次。如果是跨考的话，建议跟视频学一次，夯实基础。#辅助教材，基础好，有空余时间的可以看下作为补充，虽重点较少但也考过真题。#辅助性教材，帮助扩充知识面，基础好的同学可以看下。	3.jpg#4.jpg#5.jpg	-	-	-	-	-	-	2021-1.xls	2021-1.xls#2020-1.xls	15#22#22#0#-#382#-	15#26#20#23%#-#350#-	8#-#-#-#131#387#16:1	11#-#-#-#78#354#7:1
管理学院	崂山校区	1202工商管理	120202	企业管理	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	950管理学基础	F1202企业管理学		管理学—原理与方法	周三多	第六版	复旦大学出版社	周三多六版教材是与大纲是最为吻合的，周三多三版和五版的课本内容与考纲脱节，一些说法现在已经不用了，战略也不需要看，是企管、营管的复试内容，而且大纲也未有战略内容，背好六版内容就好。	1.jpg	企业管理概论#市场营销学#战略管理	尤建新#郭国庆#徐二明	第四版#第六版#-	高等教育出版社#中国人民大学出版社#中国经济出版社	考点较为集中，考察的是基本知识点居多#往往围绕4P、STP等角度出题，考点较为灵活#建议从战略框架入手，把握知识点	2.jpg#3.jpg#4.jpg	2021-1.xls	2021-1.xls#2020-1.xls	11#14#14#0#-#390#-	15#20#19#4%#-#360#-	13#-#17#-#573#395#33.7:1	15#21#21#0#368#333#17.5:1
管理学院	崂山校区	1202工商管理	120201	会计学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	950管理学基础	F1201会计专业综合		管理学—原理与方法	周三多	第六版	复旦大学出版社	周三多六版教材是与大纲是最为吻合的，周三多三版和五版的课本内容与考纲脱节，一些说法现在已经不用了，战略也不需要看，是企管、营管的复试内容，而且大纲也未有战略内容，背好六版内容就好。	1.jpg	财务会计学#财务管理学#审计轻松过关1	戴德明#荆新#刘圣妮	第十二版#第八版#-	中国人民大学出版社#中国人民大学出版社#中国财政经济出版社	复试知识点考察较为广泛，考察点较为详细，结合大纲梳理知识点#复试知识点较为广泛，考察点较为详细，结合大纲和复试真题来梳理重点#审计推荐用轻1更加方便复习	K1.jpg#K2.jpg#K3.jpg	2021-2.xls	2021-2.xls#2020-2.xls	19#23#23#0#-#343#-	12#16#13#19%#-#387#-	14#-#21#-#470#400#22.3:1	17#-#22#-#580#355#26.3:1
管理学院	崂山校区	1202工商管理	120204	技术经济及管理	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	950管理学基础	F1204 技术经济学原理		管理学—原理与方法	周三多	第六版	复旦大学出版社	周三多六版教材是与大纲是最为吻合的，周三多三版和五版的课本内容与考纲脱节，一些说法现在已经不用了，战略也不需要看，是企管、营管的复试内容，而且大纲也未有战略内容，背好六版内容就好。	1.jpg	技术经济学概论	吴添祖	第三版	高等教育出版社	结合大纲把这本书的知识点掌握好就可以	J1.jpg	2021-3.xls	2021-3.xls#2020-3.xls	5#7#6#14%#-#364#-	6#8#8#0#-#357#-	5#-#7#-#78#382#11.1:1	6#-#6#-#90#330#15:1
管理学院	崂山校区	1202工商管理	1202Z2	营销管理	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	950管理学基础	F1208营销管理理论与方法		管理学—原理与方法	周三多	第六版	复旦大学出版社	周三多六版教材是与大纲是最为吻合的，周三多三版和五版的课本内容与考纲脱节，一些说法现在已经不用了，战略也不需要看，是企管、营管的复试内容，而且大纲也未有战略内容，背好六版内容就好。	1.jpg	市场营销学#战略管理#电子商务基础#管理学—原理与方法	郭国庆#徐二明#王欣#周三多	第六版#-#第三版#第六版	中国人民大学出版社#中国经济出版社#高等教育出版社#复旦大学出版社	营销的知识点一定要记好，考点灵活#从战略框架出发，同时把握一下基本知识点#结合大纲知识点进行记忆，考点较为灵活#重点集中在第一篇和第二篇	3.jpg#4.jpg#Y1.jpg#1.jpg	2021-4.xls	2021-4.xls#-	8#10#10#0#-#375#-	-	-	-
管理学院	崂山校区	1202工商管理	1202Z1	财务管理	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	950管理学基础	F1205 财务管理专业综合		管理学—原理与方法	周三多	第六版	复旦大学出版社	周三多六版教材是与大纲是最为吻合的，周三多三版和五版的课本内容与考纲脱节，一些说法现在已经不用了，战略也不需要看，是企管、营管的复试内容，而且大纲也未有战略内容，背好六版内容就好。	1.jpg	财务会计学#财务管理学	戴德明#荆新	第十二版#第八版	中国人民大学出版社#中国人民大学出版社	强调知识的理解，注重考查基础性知识，不要死扣太偏太难的知识点#注重知识模块之间的联系，建议绘制思维导图辅助学习	K1.jpg#K2.jpg	2021-5.xls	2021-5.xls#2020-5.xls	3#4#4#0#-#380#-	4#6#5#17%#-#370#-	4#-#7#108#387#15.4:1	4#-#4#-#68#332#17:1
管理学院	崂山校区	1202工商管理	120203	旅游管理	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	950管理学基础	F1203 旅游学理论与实践		管理学—原理与方法	周三多	第六版	复旦大学出版社	周三多六版教材是与大纲是最为吻合的，周三多三版和五版的课本内容与考纲脱节，一些说法现在已经不用了，战略也不需要看，是企管、营管的复试内容，而且大纲也未有战略内容，背好六版内容就好。	1.jpg	基础旅游学#旅游管理综论	谢彦君#张广海	第二版#-	中国旅游出版社#经济管理出版社	第二版的基础旅游学和大纲一致，建议用第二版，考察内容不难，一定要注意时政热点问题，注意理论与热点问题相结合#结合大纲梳理内容，注意理论与热点问题相结合	L1.jpg#L2.jpg	2021-6.xls	2021-6.xls#2020-6.xls	9#12#9#25%#-#343#-	7#9#7#22%#-#345#-	10#-#10#0#198#373#19.8:1	9#-#11#-#147#330#13.3:1
管理学院	崂山校区	0951农业	095137	农业管理	专硕	14000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	950管理学基础	F1207 农业管理综合		管理学—原理与方法#管理学#农业经济学#农业经济学#农业社会学#农业政策学	周三多#杨文士#钟甫宁#朱道华#陆益龙#张广胜	第七版#第三版#第五版#第四版#-#-	复旦大学出版社#中国人民大学出版社#中国农业出版社#中国农业出版社#中国人民大学出版社#高等教育出版社	案例分析题多次来源于这本材料，要利用好，尤其是新大纲增加了创新等内容，也是重点的命题方向之一#与周三多内容互为补充#结合大纲内容梳理知识点#结合大纲内容梳理知识点#结合大纲内容梳理知识点#结合大纲梳理知识点	6.jpg#5.jpg#7.jpg#8.jpg#10.jpg#9.jpg	复试大纲与初试一致，使用初试教材即可	-	-	-	没必要去看宏微观经济学，把初试教材用好就行	-	2021-7.xls	2021-7.xls#2020-7.xls	36#51#39#23%#-#311#-	30#47#36#23%#-#308#-	29#-#31#-#136#309#4.68:1	25#-#26#-#130#330#5.20:1
管理学院	崂山校区	1203农林经济管理	120300	农林经济管理	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	950管理学基础	F1206农经专业综合		农业经济学#农业经济学#农业经济学	钟甫宁#孔祥智#朱道华	第五版#第二版#第四版	中国农业出版社#中国人民大学出版社#中国农业出版社	以大纲为基础梳理知识点#以大纲为基础梳理知识点#朱道华的年代较为久远稍微看下	7.jpg#NJ1.jpg#8.jpg	管理学—原理与方法#管理学#农业经济学#农业经济学#农业经济学	周三多#杨文士#钟甫宁#孔祥智#朱道华	第六版#第三版#第五版#第二版#第四版	复旦大学出版社#中国人民大学出版社#第五版#第二版#第四版	-#-#-#-#朱道华的年代较为久远稍微看下	1.jpg#5.jpg#7.jpg#NJ1.jpg#8.jpg	2021-8.xls	2021-8.xls#2020-8.xls	8#5#11#0#-#341#-	5#5#10#0#-#345#-	9#-#12#-#142#352#11.8:1	7#-#9#-#36#330#4:1
经济学院	崂山校区	0202应用经济学	020201	国民经济学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	947经济学	F1301国民经济学		西方经济学	高鸿业	第七版或第六版	中国人民大学出版社	与大纲贴合度最高，从18年改为947以来，考点均来自高鸿业宏微观，把高鸿业内容掌握好，并注意时政热点，21年考题有涉及	1.png	国民经济学	林木西、黄泰岩	第三版或第二版	经济科学出版社	可以结合课后题来进行背诵，多留意分条或者多条的内容，容易考察	2.png	2021-1.xls	2021-1.xls#2020-1.xls	13#18#14#22%#-#374#-	9#13#12#8%#-#371#-	11#15#13#13%#164#361#12.6:1	7#-#9#-#78#333#8.7:1
经济学院	崂山校区	203应用经济学	020202	区域经济学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	947经济学	F1302区域经济学（含专业英语）		西方经济学	高鸿业	第七版或第六版	中国人民大学出版社	与大纲贴合度最高，从18年改为947以来，考点均来自高鸿业宏微观，把高鸿业内容掌握好，并注意时政热点，21年考题有涉及	1.png	区域经济学原理	郝寿义	第二版	上海人民出版社	结合复试真题和大纲梳理内容，理解相关知识点，要对重要知识点的英文要有敏感度，面试会有涉及	4.png#5.png	2021-2.xls	2021-2.xls#2020-2.xls	11#15#15#0#-#365#-	13#21#15#28%#-#370#-	10#15#11#27%#277#369#25.2:1	9#-#10#-#129#331#12.9:1
经济学院	崂山校区	204应用经济学	020204	金融学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	947经济学	F1303货币银行学与国际金融		西方经济学	高鸿业	第七版或第六版	中国人民大学出版社	与大纲贴合度最高，从18年改为947以来，考点均来自高鸿业宏微观，把高鸿业内容掌握好，并注意时政热点，21年考题有涉及	1.png	金融学#国际金融新编	黄达#姜波克	第三版#第六版	中国人民大学出版社#复旦大学出版社	分精简版和完整版，完整版最后有英文名词, 可以拿来背, 精简版内容繁杂，要重理解，做到知识点可以用自己的话说出来#此书内容较多，复习时应掌握重点，着重背诵简答题#有些推导内容很难，但是基本上不考，注重知识点的理解，多看名词解释和简答	q1.jpg#q2.jpg#q3.png	2021-3.xls	2021-3.xls#2020-3.xls	16#22#20#9%#-#374#-	17#26#20#23%#-#367#-	20#33#25#24%#286#376#11.4:1	21#-#25#-#357#346#14.3:1
经济学院	崂山校区	205应用经济学	020205	产业经济学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	947经济学	F1304产业经济学		西方经济学	高鸿业	第七版或第六版	中国人民大学出版社	与大纲贴合度最高，从18年改为947以来，考点均来自高鸿业宏微观，把高鸿业内容掌握好，并注意时政热点，21年考题有涉及	1.png	产业经济学	臧旭恒、杨蕙馨、徐向艺	第五版	经济科学出版社	结合大纲和复试真题梳理知识点，面试时老师一般会结合例子来问，回答问题应针对例子用相应专业课知识作答，这就需要对知识点活学活用，看到知识点能够结合时事热点进行分析	w1.png	2021-4.xls	2021-4.xls#2020-4.xls	5#7#6#14%#-#374#-	5#4#4#0#-#343#-	5#8#6#25%#56#370#9.3:1	7#-#9#-#46#341#5.1:1
经济学院	崂山校区	206应用经济学	020206	国际贸易学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	947经济学	F1305国际贸易理论与实务（含专业英语）		西方经济学	高鸿业	第七版或第六版	中国人民大学出版社	与大纲贴合度最高，从18年改为947以来，考点均来自高鸿业宏微观，把高鸿业内容掌握好，并注意时政热点，21年考题有涉及	1.png	国际经济学#国际贸易实务	陶涛#黎孝先	第二版#第六版	北京大学出版社#对外经济贸易大学出版社	重点在于模型和国际贸易政策，模型理解着背，贸易政策单纯的背就行，然后就是结合时政热点去理解各个国际贸易体制#术语方面，需要先背熟，然后再考虑与其他术语的关联，侧类旁通；支付方式和保险，重点在于理解，多看看案例分析题	w2.png#w3.png	2021-5.xls	2021-5.xls#2020-5.xls	17#22#19#14%#-#352#-	12#18#15#17%#-#347#-	11#17#12#29%#200#370#16.7:1	10#-#12#-#226#342#18.8:1
经济学院	崂山校区	207应用经济学	020209	数量经济学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	201英语一	303数学三	947经济学	F1306计量经济学		西方经济学	高鸿业	第七版或第六版	中国人民大学出版社	与大纲贴合度最高，从18年改为947以来，考点均来自高鸿业宏微观，把高鸿业内容掌握好，并注意时政热点，21年考题有涉及	1.png	计量经济学	李子奈	第三版	高等教育出版社	有些推倒内容比较复杂理解即可基本不考，但是简单的推倒要会。注重知识点的理解，结合课后习题理解并学会运用。	w4.png	2021-6.xls	2021-6.xls#2020-6.xls	9#12#12#0#-#368#-	7#11#9#18%#-#383#-	9#12#9#25%#85#356#9.4:1	9#-#11#-#102#343#9.3:1
经济学院	崂山校区	0251金融（专业学位）	025100	金融	专硕	16000	初试成绩按本专业排名	三年	-	101思想政治理论	204英语二	396经济类综合能力	431金融学综合	F1307货币银行学与国际金融		金融学#财务管理学（含学习指导书）#科兴431金融学综合指南#黄达《金融学》笔记#货币金融学	黄达#荆新#科兴教育#圣才#米什金	第四版#第八版#最新版#第四版#第十一版	中国人民大学出版社#中国人民大学出版社#中国石化出版社#中国石化出版社#中国人民大学出版社	跨专业入门用书，内容较多而且毫无重点，有基础的同学可以不看#必看，课后计算题重点做，前几章的练习题一定要反复做#金融学部分必看，内容详细有条理，符合考纲，知识点全面#课后题部分重点看，知识点部分与科兴二选一即可，建议使用科兴#补充学习，把专业知识学完了以后，看这本书补充没学过的，然后看习题自己做一遍再看看答案补充一下知识。总结一句话就是补充知识点，习题当练习册用。	a1.png#a2.png#a3.png#a4.jpg#111.jpg	科兴431金融学综合指南#国际金融新编#货币金融学	科兴教育#姜波克#米什金	最新版#第六版#第十一版	中国石化出版社#复旦大学出版社#中国人民大学出版社	复试笔试金融学部分用书，一定要结合往年复试真题看，复习有所侧重#结合真题来掌握，海大很少考很难的模型#补充学习，把专业知识学完了以后，看这本书补充没学过的，然后看习题自己做一遍再看看答案补充一下知识。总结一句话就是补充知识点，习题当练习册用-21金砖学姐逆袭35名倾力推荐	a3.png#a5.png#111.jpg	2021-7.xls	2021-7.xls#2020-7.xls	37#49#42#14%-#369#-	36#51#43#16%#-#355#-	32#-#33#-#412#372#12.4:1	31#-#42#-#304#343#7.2:1
经济学院	崂山校区	0254国际商务（专业学位）	025400	国际商务	专硕	16000	初试成绩按本专业排名	两年	-	101思想政治理论	204英语二	303数学三	434国际商务专业基础	F1308国际商务理论基础		国际贸易#国际金融新编#国际直接投资与跨国公司#国际金融#国际贸易#国际商务硕士重点院校考研真题详解	薛荣久#姜波克#李辉等#陈雨露#海闻#圣才	第5、6、7版均可#第六版#仅有第一版#第五版#-#第二版	对外经济贸易大学出版社#复旦大学出版社#电子工业出版社#中国人民大学出版社#格致出版社，上海人民出版社#中国石化出版社	国际贸易部分必备用书，本书难度不大，自学即可#国际金融部分必备用书，本书难度较大，对于理解有困难的同学可搭配网课学习，或结合陈雨露《国际金融》使用#国际投资部分必备用书，本书难度不大，自学即可#对于姜波克版本的国际金融学习有困难的同学或者想进一步提高能力的同学，推荐这本书，较为易懂，且曾经涉及到海大金融部分真题，本书含有较多计算，适合作为练习-辅助用书#若复习时间充裕可购入-辅助用书#作为知识拓展储备，复习时间充裕可购入-辅助用书	11.jpg#22.jpg#33.jpg#z2.jpg#55.png#z3.jpg	国际贸易实务#西方经济学#进出口操作疑难解答及案例分析	黎孝先#高鸿业#傅龙海	第七版#第六版或第七版#-	对外经济贸易大学出版社#中国人民大学出版社#对外经济贸易大学出版社	复试必备书目，常考案例分析以及重点名次解释#复试必备书目，可搭配网课学习#复试补充用书，复试笔试阶段常出贸易实务案例分析，本书含有较多海大上课用题，适合备考（线下复试需要准备，线上面试可不用准备）	66.jpg#77.jpg#88.jpg	2021-8.xls	2021-8.xls#2020-8.xls	20#28#26#7%#-#355#-	21#31#24#23%#-#350#-	20#16#16#0#120#345#7.5:1	19#-#9#-#99#330#11:1
经济学院	崂山校区	0255保险（专业学位）	025500	保险	专硕	16000	初试成绩按本专业排名	三年	-	101思想政治理论	204英语二	396经济类综合能力	435保险专业基础	F1309货币银行学与保险学		西方经济学#金融学#保险学	高鸿业#黄达#魏华林、林宝清	第七版或第六版#最新版#最新版	中国人民大学出版社#中国人民大学出版社#高等教育出版社	结合大纲和真题梳理知识点#结合大纲和真题梳理知识点#结合大纲和真题梳理知识点	1.png#z1.png#z2.png	金融学#保险学	黄达#魏华林、林宝清	最新版#最新版	中国人民大学出版社#高等教育出版社	初复试都会涉及，需好好掌握#初复试都会涉及，需好好掌握	z1.png#z2.png	2021-9.xls	2021-9.xls#2020-9.xls	14#18#14#22%#-#356#-	15#4#4#0#-#343#-	11#-#11#-#84#365#7.6:1	11#-#12#-#61#330#5:1
经济学院	崂山校区	1256工程管理（专业学位）	125604	物流工程	专硕	69000	初试成绩按本专业排名	三年	-	199-管理类联考综合能力	204英语二	-	-	F0908工程管理理论与实践#F0910思想政治理论		数学高分指南#逻辑精点#逻辑1000题#高分指南写作分册	陈剑#赵鑫全#赵鑫全#王诚	最新版#最新版#最新版#最新版	机械工业出版社#机械工业出版社#机械工业出版社#高等教育出版社	数学模块-重基础，出题较为灵活，首选陈剑老师#算是公认的教材了#搭配逻辑精点#跟着王诚学理念，提高写作的思维。	E1.jpg#E2.jpg#E3.jpg#E44.jpg	物流管理学#供应链管理	朱意秋#马士华	第二版#第五版	山东人民出版社#高等教育出版社	结合大纲及真题把握复习方向，并注意时事热点话题#结合大纲及真题把握复习方向，并注意时事热点话题	e4.jpg#e5.jpg#	2021-10.xls	2021-10.xls#2020-10.xls	21#31#21#32%#-#229#-	13#27#19#30%#-#205#-	22#30#-#-#186#335#-	19#-#-#-#190#323#-
外国语学院	崂山校区	0502外国语言文学	050201	英语语言文学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	241日语A或242法语或243德语	620基础英语	963综合英语A	F1401英语翻译与写作		新编英国文学#美国文学#西方文学#语言学教程#星火语言学考点精梳#新编英美概况	左金梅#左金梅#左金梅#胡壮鳞#-#许鲁之	-#-#-#第五版#最新版#第四版	中国海洋大学出版社#中国海洋大学出版社#中国海洋大学出版社#北京大学出版社#浙江教育出版社#中国海洋大学出版社	963推荐教材#963推荐教材#96推荐教材#963推荐教材，用新版内容比较好#结合真题梳理内容#620推荐教材，每个专题都要好好看，包括专四语法、专八阅读、翻译、改错、百科、英语一阅读、作文等等，这里就不做过多推荐了	1.jpg#2.jpg#3.jpg#4.jpg#w5.jpg#w6.jpg	-	-	-	-	-	-	2021-1.xls	2021-1.xls#2020-1.xls	12#17#12#29%#-#364#-	14#8#8#0#-#355#-	9#-#-#-#68#355#7.6:1	16#-#-#-#77#345#4.8:1
