招生学院	所在校区	一级学科	报考专业代码	二级学科	专硕or学硕	一年学费	排名方式	专业学制	专业说明	政治	外语	业务课一	业务课二	科目一	科目二	初试参考书名称	作者	版本号	出版社	说明	初试参考书图片名称	复试参考书名称	作者	版本号	出版社	说明	复试参考书图片名称	拟录取名单	复试名单	2021	2020	2019	2018
外国语学院	崂山校区	0502外国语言文学	050203	法语语言文学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	240英语	621基础法语	881综合法语	F1404法语翻译与写作		法语现代语法#全新法语语法350高级#法语笔译实务三级#法汉汉法翻译训练与解析#20世纪法国文学选读#法国文学选读#汉法翻译教程#法汉翻译理论与实践	毛意忠#张彤#刘成富#李军#李志清#赵俊欣#罗顺江#罗顺江	-#-#-#-#最新版#最新版#最新版#最新版	上海译文出版社#上海译文出版社#外文出版社#外语教学与研究出版社#北京大学出版社#译文出版社#译文出版社#外研社	621推荐教材，结合大纲梳理内容，充分利用好大纲，以下书也是如此#621推荐教材#621推荐教材#621推荐教材#881推荐教材#881推荐教材#881推荐教材#881推荐教材	o1.jpg#o2.jpg#o3.jpg#o4.jpg#5.png#6.png#7.png#8.jpg	-	-	-	-	-	-	2021-2.xls	2021-2.xls#2020-2.xls	2#3#3#0#-#388#-	4#7#6#14%#-#368#-	3#-#-#-#43#376#14.3:1	5#-#-#-#28#367#5.6:1
外国语学院	崂山校区	0502外国语言文学	050205	日语语言文学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	241英语	623基础日语	883综合日语	F1402日语翻译与写作		-	-	-	-	-	-	-	-	-	-	-	-	2021-3.xls	2021-3.xls#2020-3.xls	1#2#1#50%#-#372#-	6#7#7#0#-#355#-	2#-#-#-#38#355#19:1	7#-#-#-#34#345#4.9:1
外国语学院	崂山校区	0501外国语言文学	050210	亚非语言文学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	240英语或241日语A	624基础韩国语	884综合韩国语	F1403朝鲜语翻译与写作		改革前后Topik所有真题(做海大涉及的题型)#Topik中高级单词书#韩国语助词和词尾词典#韩国语词汇精讲与训练#延世韩国语教程4-6册#韩国的语言#韩国语概论#韩国语概论#中韩翻译教程#韩国文学史#韩国文学史	-#-#李姬子#申恩琼#延世大学韩国语学堂#张光军#李翊樊#林丛刚#张敏#赵润济#尹允镇	-#最新版#-#-#-#最新版#最新版#最新版#第二版#最新版#最新版	-#华南理工大学出版社#外语教学与研究出版社#北京大学出版社#世界图书出版社#北京大学出版社#世界图书出版公司#北京大学出版社#北京大学出版社#社会科学文献出版社#上海交通大学出版社	624推荐教材，624基础韩国语内容较为基础，结合真题梳理好内容#624推荐教材#624推荐教材#624推荐教材#624推荐教材#884推荐教材，884综合韩国语内容较多，考察范围广，需要花费较长时间准备#884推荐教材#884推荐教材#884推荐教材#884推荐教材#884推荐教材，内容较多，可以结合真题来揣摩出题思路，节省复习时间	z1.jpg#x4.jpg#x1.jpg#x2.jpg#x3.jpg#11.png#22.png#33.png#55.png#66.png#77.png	-	-	-	-	-	-	2021-4.xls	2021-4.xls#-	2#2#1#50%#-#355#-	1#2#2#0#-#355#-	2#-#-#-#17#355#8.5:1	5#-#-#-#21#345#4.2:1
外国语学院	崂山校区	0502外国语言文学	050211	外国语言学及应用语言学	学硕	8000	初试成绩按本专业排名	三年	-	101思想政治理论	241日语A或242法语或243德语	620基础英语	963综合英语A	F1401英语翻译与写作		新编英国文学#美国文学#西方文学#语言学教程#星火语言学考点精梳#新编英美概况	左金梅#左金梅#左金梅#胡壮鳞#-#许鲁之	-#-#-#第五版#最新版#第四版	中国海洋大学出版社#中国海洋大学出版社#中国海洋大学出版社#北京大学出版社#浙江教育出版社#中国海洋大学出版社	963推荐教材#963推荐教材#96推荐教材#963推荐教材，用新版内容比较好#结合真题梳理内容#620推荐教材，每个专题都要好好看，包括专四语法、专八阅读、翻译、改错、百科、英语一阅读、作文等等，这里就不做过多推荐了	1.jpg#2.jpg#3.jpg#4.jpg#w5.jpg#w6.jpg	-	-	-	-	-	-	2021-5.xls	2021-5.xls#2020-5.xls	16#22#16#27%#-#394#-	17#23#23#0#-#355#-	12#-#-#-#102#355#8.5:1	23#-#-#-#81#345#3.5:1
外国语学院	崂山校区	0551翻译（专业学位）	055101	英语笔译	专硕	16000	初试成绩按本专业排名	两年	-	101思想政治理论	211翻译硕士英语	357英语翻译基础	448汉语写作与百科知识	F1401英语翻译与写作		武峰12天突破英汉翻译#张培基散文选#英语三级笔译真题#英汉翻译简明教程#中式英语之鉴#汉语写作与百科知识#汉语写作与百科知识#不可不知的2000个文化常识#西方文化史	武峰#张培基#-#庄绎传#Joan#李国正#刘军平#星汉#庄锡昌	第二版#-#最新版#-#-#-#-#-#-#	北京大学出版社#上海外语教育出版社#华研外语出版社#外语教学与研究出版社#外语教学与研究出版社#首都师范大学出版社#武汉大学出版社#北京联合出版公司#高等教育出版社	357英语翻译基础参考用书，翻译重在积累，不断提高自己的英汉、汉英的翻译能力#357英语翻译基础参考用书，考文学翻译的情况居多，可以结合海大真题来复习#357英语翻译基础参考用书#357英语翻译基础参考用书，这本书提出了很多中式英语的常见问题，值得一看，另外大家要关注一下热词，比如中国日报词条、卢敏热词、最后的礼物词条、跨考黄皮书词条#448参考书目，要结合海大真题揣摩出题方格#448参考书目#448参考书目#448参考书目，另外要注意古诗词背诵	11.jpg#22.jpg#33.jpg#44.jpg#55.jpg#66.jpg#77.jpg#88.jpg#99.jpg	-	-	-	-	-	-	2021-6.xls	2021-6.xls#2020-6.xls	21#29#22#24%#-#390#-	30#47#43#9%#-#358#-	27#-#-#-#325#370#12:1	28#-#-#-#303#345#10.9:1
外国语学院	崂山校区	0551翻译（专业学位）	055102	英语口译	专硕	16000	初试成绩按本专业排名	两年	-	101思想政治理论	211翻译硕士英语	357英语翻译基础	448汉语写作与百科知识	F1401英语翻译与写作		武峰12天突破英汉翻译#张培基散文选#英语三级笔译真题#英汉翻译简明教程#中式英语之鉴#汉语写作与百科知识#汉语写作与百科知识#不可不知的2000个文化常识#西方文化史	武峰#张培基#-#庄绎传#Joan#李国正#刘军平#星汉#庄锡昌	第二版#-#最新版#-#-#-#-#-#-#	北京大学出版社#上海外语教育出版社#华研外语出版社#外语教学与研究出版社#外语教学与研究出版社#首都师范大学出版社#武汉大学出版社#北京联合出版公司#高等教育出版社	357英语翻译基础参考用书，翻译重在积累，不断提高自己的英汉、汉英的翻译能力#357英语翻译基础参考用书，考文学翻译的情况居多，可以结合海大真题来复习#357英语翻译基础参考用书#357英语翻译基础参考用书，这本书提出了很多中式英语的常见问题，值得一看，另外大家要关注一下热词，比如中国日报词条、卢敏热词、最后的礼物词条、跨考黄皮书词条#448参考书目，要结合海大真题揣摩出题方格#448参考书目#448参考书目#448参考书目，另外要注意古诗词背诵	11.jpg#22.jpg#33.jpg#44.jpg#55.jpg#66.jpg#77.jpg#88.jpg#99.jpg	-	-	-	-	-	-	2021-7.xls	2021-7.xls#2020-7.xls	6#10#7#30%#-#381#-	6#13#10#23%#-#355#-	5#-#-#-#26#355#5.2:1	4#-#-#-#53#345#13.3:1
外国语学院	崂山校区	551翻译（专业学位）	055105	日语笔译	专硕	16000	初试成绩按本专业排名	两年	-	101思想政治理论	213翻译硕士日语	359日语翻译基础	448汉语写作与百科知识	F1402日语翻译与写作		-	-	-	-	-	-	-	-	-	-	-	-	2021-8.xls	2021-8.xls#2020-8.xls	13#17#14#18%#-#379#-	8#15#14#7%#-#355#-	7#-#-#-#49#359#7:1	8#-#-#-#29#345#3.6:1
外国语学院	崂山校区	551翻译（专业学位）	055106	日语口译	专硕	16000	初试成绩按本专业排名	两年	-	101思想政治理论	213翻译硕士日语	359日语翻译基础	448汉语写作与百科知识	F1402日语翻译与写作		-	-	-	-	-	-	-	-	-	-	-	-	2021-9.xls	2021-9.xls#2020-9.xls	10#12#10#17%#-#355#-	8#6#6#0#-#355#-	6#-#-#-#21#355#3.5:1	4#-#-#-#17#345#4.3:1
外国语学院	崂山校区	551翻译（专业学位）	055111	朝鲜语笔译	专硕	16000	初试成绩按本专业排名	两年	-	101思想政治理论	216翻译硕士朝鲜语	362朝鲜语翻译基础	448汉语写作与百科知识	F1403朝鲜语翻译与写作		改革前Topik真题(10-22届)#改革前Topik真题(23-34届)#汉语翻译研究生考试master#Topik词汇#韩国语语法精讲与训练#韩国现当代文学#翻译硕士百科知识词条词典#韩中翻译教程#中韩翻译教程#韩国语口译教程#韩国语俗语和惯用1500#韩国语阅读	-#-#-#崔红花#李敬姬#金鹤哲#-#张敏#张敏#尹敬爱#金载英#付颖	-	-#-#-#华东理工大学出版社#北京大学出版社#北京大学出版社#中国政法大学出版社#北京大学出版社#北京大学出版社#大连理工大学出版社#-#世界图书出版公司	-	z1.jpg#z2.jpg#z3.jpg#z4.jpg#z5.jpg#z6.jpg#z7.jpg#z8.jpg#z9.jpg#z10.jpg#z11.jpg#z12.jpg	韩国语俗语和惯用1500	-	-	-	复试内容有初试一致，参考初试的课本即可	z11.jpg	2021-10.xls	2021-10.xls#2020-10.xls	14#18#16#11%#-#374#-	14#21#20#5%#-#355#-	12#-#-#-#85#367#-7:1	10#-#-#-#49#345#4.9:1
文学与新闻传播学院	崂山校区	0453汉语国际教育(专业学位)	045300  	汉语国际教育	专硕	14000	初试成绩按本专业排名	三年	-	100思想政治理论	201英语一或203日语	354汉语基础	445汉语国际教育基础	F1501应用语言学		现代汉语#对外汉语教育学引论#对外汉语教育学入门#中国文化要略#西方文化概论#国际汉语教学案例与分析	黄伯荣#刘珣#周小兵#程裕祯#赵林#朱勇	增订六版#-#第三版#第四版#-#修订版	高等教育出版社#北京语言大学出版社#中山大学出版社#外语教学与研究出版社#高等教育出版社#高等教育出版社	354参考用书，内容较难理解，前期可以结合视频作为辅助理解，可以列出每章的框架把握整体的逻辑结构#445参考用书，相比对外汉语教育学入门，引论这本书条理更加清晰#445参考用书#445参考用书#445参考用书，考察占比较大，务必重点研读#445参考用书书#案例分析参考书	q1.png#q2.jpg#q3.jpg#q4.jpg#q5.jpg#q6.png	现代汉语#对外汉语教育学引论#对外汉语教育学入门#语言学纲要	黄伯荣#刘珣#周小兵#叶蜚声	增订六版#-#第三版#修订版	高等教育出版社#北京语言大学出版社#中山大学出版社#北京大学出版社	复试书目推荐#复试书目推荐#复试书目推荐#复试中有同学抽到了这本书的题，需要看下	q7.png#q8.jpg#q9.jpg#q10.png	2021-1.xls	2021-1.xls#2020-1.xls	32#51#39#24%#-#348#-	29#52#41#21%#-#351#-	20#-#-#-#135#360#6.8:1	20#-#-#-#112#371#5.6:1
文学与新闻传播学院	崂山校区	0501中国语言文学	050101  	文艺学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一或203日语	663文学综合	964语言学综合	F1502文艺学综合知识		文学理论教程#中国文学史#中国现代文学三十年#中国当代文学史#《中国现代文学三十年》学习指导#《外国文学史》欧美卷#语言学纲要#现代汉语#古代汉语#《古代汉语》修订本	童庆炳#袁行霈#钱理群#洪子诚#温儒敏#朱维之#叶蜚声#黄伯荣#王力#郭锡良	第五版#第三版#修订版#修订版#第三版#第五版#修订版#增订六版#校订重排本#修订本	高等教育出版社#高等教育出版社#北京大学出版社#北京大学出版社#北京大学出版社#南开大学出版社#北京大学出版社#高等教育出版社#中华书局#商务印书馆	663推荐教材#663推荐教材#663推荐教材#663推荐教材#663推荐教材#663推荐教材#964推荐教材，充分利用真题，并结合例子熟记基础知识#964推荐教材，充分利用真题，并结合例子熟记基础知识#964推荐教材，占比不大，可只看文选翻译部分#964推荐教材，可只看古汉语常识部分	1.jpg#2.jpg#3.jpg#4.jpg#9.png#0.png#5.jpg#6.jpg#7.jpg#8.png	-	-	-	-	-	-	2021-2.xls	2021-2.xls#2020-2.xls	6#2#8#0#-#355#-	5#2#5#-#-#355#-	15#-#-#-#11#355#-	2#-#-#-#8#345#4:1
文学与新闻传播学院	崂山校区	0501中国语言文学	050102  	语言学及应用语言学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一或204日语	663文学综合	964语言学综合	F1503现代汉语		文学理论教程#中国文学史#中国现代文学三十年#中国当代文学史#《中国现代文学三十年》学习指导#《外国文学史》欧美卷#语言学纲要#现代汉语#古代汉语#《古代汉语》修订本	童庆炳#袁行霈#钱理群#洪子诚#温儒敏#朱维之#叶蜚声#黄伯荣#王力#郭锡良	第五版#第三版#修订版#修订版#第三版#第五版#修订版#增订六版#校订重排本#修订本	高等教育出版社#高等教育出版社#北京大学出版社#北京大学出版社#北京大学出版社#南开大学出版社#北京大学出版社#高等教育出版社#中华书局#商务印书馆	663推荐教材#663推荐教材#663推荐教材#663推荐教材#663推荐教材#663推荐教材#964推荐教材，充分利用真题，并结合例子熟记基础知识#964推荐教材，充分利用真题，并结合例子熟记基础知识#964推荐教材，占比不大，可只看文选翻译部分#964推荐教材，可只看古汉语常识部分	1.jpg#2.jpg#3.jpg#4.jpg#9.png#0.png#5.jpg#6.jpg#7.jpg#8.png	-	-	-	-	-	-	2021-3.xls	2021-2.xls#2020-2.xls	5#3#5#0#-#355#-	4#5#4#20%#-#355#-	15#-#-#-#13#355#-	4#-#-#-#17#345#4.3:1
文学与新闻传播学院	崂山校区	503中国语言文学	050103  	汉语言文字学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一或205日语	663文学综合	964语言学综合	F1504古代汉语基础		文学理论教程#中国文学史#中国现代文学三十年#中国当代文学史#《中国现代文学三十年》学习指导#《外国文学史》欧美卷#语言学纲要#现代汉语#古代汉语#《古代汉语》修订本	童庆炳#袁行霈#钱理群#洪子诚#叶蜚声#黄伯荣#王力#郭锡良#温儒敏#朱维之	第五版#第三版#修订版#修订版#修订版#增订六版#校订重排本#修订本#第三版#第五版	高等教育出版社#高等教育出版社#北京大学出版社#北京大学出版社#北京大学出版社#高等教育出版社#中华书局#商务印书馆#北京大学出版社#南开大学出版社	663推荐教材#663推荐教材#663推荐教材#663推荐教材#663推荐教材#663推荐教材#964推荐教材，充分利用真题，并结合例子熟记基础知识#964推荐教材，充分利用真题，并结合例子熟记基础知识#964推荐教材，占比不大，可只看文选翻译部分#964推荐教材，可只看古汉语常识部分	1.jpg#2.jpg#3.jpg#4.jpg#9.png#0.png#5.jpg#6.jpg#7.jpg#8.png	-	-	-	-	-	-	2021-4.xls	2021-2.xls#2020-2.xls	2#1#2#0#-#355#-	3#5#4#20%#-#355#-	15#-#-#-#11#355#-	3#-#-#-#8#345#2.7:1
文学与新闻传播学院	崂山校区	0501中国语言文学	050105  	中国古代文学	学硕	8000	初试成绩按一级学科排名	三年	-	101思想政治理论	201英语一或206日语	663文学综合	964语言学综合	F1505中国古代文学		文学理论教程#中国文学史#中国现代文学三十年#中国当代文学史#语言学纲要#现代汉语#古代汉语#《古代汉语》修订本#《中国现代文学三十年》学习指导#《外国文学史》欧美卷	童庆炳#袁行霈#钱理群#洪子诚#叶蜚声#黄伯荣#王力#郭锡良#温儒敏#朱维之	第五版#第三版#修订版#修订版#修订版#增订六版#校订重排本#修订本#第三版#第五版	高等教育出版社#高等教育出版社#北京大学出版社#北京大学出版社#北京大学出版社#高等教育出版社#中华书局#商务印书馆#北京大学出版社#南开大学出版社	663推荐教材#663推荐教材#663推荐教材#663推荐教材#663推荐教材#663推荐教材#964推荐教材，充分利用真题，并结合例子熟记基础知识#964推荐教材，充分利用真题，并结合例子熟记基础知识#964推荐教材，占比不大，可只看文选翻译部分#964推荐教材，可只看古汉语常识部分	1.jpg#2.jpg#3.jpg#4.jpg#9.png#0.png#5.jpg#6.jpg#7.jpg#8.png	-	-	-	-	-	-	2021-5.xls	2021-2.xls#2020-2.xls	10#15#10#33%#-#355#-	12#8#14#0#-#355#-	15#-#-#-#25#355#1.7:1	5#-#-#-#48#345#9.6:1
